摘要,应用版本,错误次数,最后发生时间,dSYM UUID,CPU Type,错误堆栈,Symbol 1,Symbol 2,Symbol 3,Symbol 4,Symbol 5,Symbol 6,Symbol 7,Symbol 8,Symbol 9
*** -[NSMutableArray addObjectsFromArray:]: array argument is not an NSArray,1.7.1,8,2018-01-09 14:05:59,89E2F44F-51B3-336E-939E-FB4566E04ECE,arm64,"[""*** -[NSMutableArray addObjectsFromArray:]: array argument is not an NSArray"", ""(null)"", ""(("", ""\t0   CoreFoundation                      0x000000018343637c <redacted> + 148"", ""\t1   libobjc.A.dylib                     0x000000018267c528 objc_exception_throw + 56"", ""\t2   CoreFoundation                      0x00000001833cee9c _CFArgv + 0"", ""\t3   CoreFoundation                      0x0000000183305fac <redacted> + 0"", ""\t4   圣魔无界                        0x100125dbc 圣魔无界 + 1203644"", ""\t5   圣魔无界                        0x1002091f0 圣魔无界 + 2134512"", ""\t6   圣魔无界                        0x10021c164 圣魔无界 + 2212196"", ""\t7   libdispatch.dylib                   0x0000000182db2a54 <redacted> + 24"", ""\t8   libdispatch.dylib                   0x0000000182db2a14 <redacted> + 16"", ""\t9   libdispatch.dylib                   0x0000000182dbf4d8 <redacted> + 568"", ""\t10  CoreFoundation                      0x00000001833de544 <redacted> + 12"", ""\t11  CoreFoundation                      0x00000001833dc120 <redacted> + 2012"", ""\t12  CoreFoundation                      0x00000001832fbe58 CFRunLoopRunSpecific + 436"", ""\t13  GraphicsServices                    0x00000001851a8f84 GSEventRunModal + 100"", ""\t14  UIKit                               0x000000018c97b67c UIApplicationMain + 236"", ""\t15  圣魔无界                        0x1001939d4 圣魔无界 + 1653204"", ""\t16  libdyld.dylib                       0x0000000182e1856c <redacted> + 4"", "")"", """", ""dSYM UUID: 89E2F44F-51B3-336E-939E-FB4566E04ECE"", ""CPU Type: arm64"", ""Slide Address: 0x0000000100000000"", ""Binary Image: 圣魔无界"", ""Base Address: 0x000000010453c000""]",0x100125dbc,0x1002091f0,0x10021c164,0x1001939d4
Application received signal SIGSEGV,1.7.1,6,2018-01-10 03:45:40,89E2F44F-51B3-336E-939E-FB4566E04ECE,arm64,"[""Application received signal SIGSEGV"", ""(null)"", ""(("", ""\t0   CoreFoundation                      0x000000018209a37c <redacted> + 148"", ""\t1   libobjc.A.dylib                     0x00000001812e0528 objc_exception_throw + 56"", ""\t2   CoreFoundation                      0x000000018209a2ac <redacted> + 0"", ""\t3   圣魔无界                        0x100b978a4 圣魔无界 + 12155044"", ""\t4   libsystem_platform.dylib            0x0000000181cbbb40 _sigtramp + 36"", ""\t5   CoreGraphics                        0x000000018390a2c0 CGDataProviderRetainBytePtr + 216"", ""\t6   QuartzCore                          0x0000000185fdc048 <redacted> + 196"", ""\t7   QuartzCore                          0x0000000185fda1a0 <redacted> + 900"", ""\t8   QuartzCore                          0x0000000185fdce60 <redacted> + 472"", ""\t9   QuartzCore                          0x0000000185fdd228 <redacted> + 20"", ""\t10  QuartzCore                          0x00000001860ec1a8 <redacted> + 332"", ""\t11  QuartzCore                          0x000000018604e45c <redacted> + 576"", ""\t12  QuartzCore                          0x0000000186075b90 <redacted> + 540"", ""\t13  QuartzCore                          0x00000001860769d0 <redacted> + 92"", ""\t14  CoreFoundation                      0x0000000182041edc <redacted> + 32"", ""\t15  CoreFoundation                      0x000000018203f894 <redacted> + 412"", ""\t16  CoreFoundation                      0x000000018203fe50 <redacted> + 1292"", ""\t17  CoreFoundation                      0x0000000181f5fe58 CFRunLoopRunSpecific + 436"", ""\t18  GraphicsServices                    0x0000000183e0cf84 GSEventRunModal + 100"", ""\t19  UIKit                               0x000000018b5df67c UIApplicationMain + 236"", ""\t20  圣魔无界                        0x1001939d4 圣魔无界 + 1653204"", ""\t21  libdyld.dylib                       0x0000000181a7c56c <redacted> + 4"", "")"", """", ""dSYM UUID: 89E2F44F-51B3-336E-939E-FB4566E04ECE"", ""CPU Type: arm64"", ""Slide Address: 0x0000000100000000"", ""Binary Image: 圣魔无界"", ""Base Address: 0x00000001042f0000""]",0x100b978a4,0x1001939d4
*** -[NSMutableArray addObjectsFromArray:]: array argument is not an NSArray,1.7.1,4,2018-01-09 06:45:13,89E2F44F-51B3-336E-939E-FB4566E04ECE,arm64,"[""*** -[NSMutableArray addObjectsFromArray:]: array argument is not an NSArray"", ""(null)"", ""(("", ""\t0   CoreFoundation                      0x00000001899461d8 <redacted> + 148"", ""\t1   libobjc.A.dylib                     0x000000018838055c objc_exception_throw + 56"", ""\t2   CoreFoundation                      0x00000001898299c8 <redacted> + 556"", ""\t3   圣魔无界                        0x100125dbc 圣魔无界 + 1203644"", ""\t4   圣魔无界                        0x1002091f0 圣魔无界 + 2134512"", ""\t5   圣魔无界                        0x10021c164 圣魔无界 + 2212196"", ""\t6   libdispatch.dylib                   0x00000001887d1200 <redacted> + 24"", ""\t7   libdispatch.dylib                   0x00000001887d11c0 <redacted> + 16"", ""\t8   libdispatch.dylib                   0x00000001887d5b30 _dispatch_main_queue_callback_4CF + 428"", ""\t9   CoreFoundation                      0x00000001898f3f2c <redacted> + 12"", ""\t10  CoreFoundation                      0x00000001898f1b18 <redacted> + 1660"", ""\t11  CoreFoundation                      0x0000000189820048 CFRunLoopRunSpecific + 444"", ""\t12  GraphicsServices                    0x000000018b2a6198 GSEventRunModal + 180"", ""\t13  UIKit                               0x000000018f80b2fc <redacted> + 684"", ""\t14  UIKit                               0x000000018f806034 UIApplicationMain + 208"", ""\t15  圣魔无界                        0x1001939d4 圣魔无界 + 1653204"", ""\t16  libdyld.dylib                       0x00000001888045b8 <redacted> + 4"", "")"", """", ""dSYM UUID: 89E2F44F-51B3-336E-939E-FB4566E04ECE"", ""CPU Type: arm64"", ""Slide Address: 0x0000000100000000"", ""Binary Image: 圣魔无界"", ""Base Address: 0x0000000100040000""]",0x100125dbc,0x1002091f0,0x10021c164,0x1001939d4
Application received signal SIGABRT,1.7.1,2,2018-01-10 03:04:20,89E2F44F-51B3-336E-939E-FB4566E04ECE,arm64,"[""Application received signal SIGABRT"", ""(null)"", ""(("", ""\t0   CoreFoundation                      0x00000001859591d0 <redacted> + 148"", ""\t1   libobjc.A.dylib                     0x000000018439055c objc_exception_throw + 56"", ""\t2   CoreFoundation                      0x0000000185959100 <redacted> + 0"", ""\t3   圣魔无界                        0x100b978a4 圣魔无界 + 12155044"", ""\t4   libsystem_platform.dylib            0x00000001849e9338 _sigtramp + 36"", ""\t5   libsystem_pthread.dylib             0x00000001849ef450 pthread_kill + 112"", ""\t6   libsystem_c.dylib                   0x000000018489b400 abort + 140"", ""\t7   libsystem_malloc.dylib              0x000000018496ba5c <redacted> + 0"", ""\t8   libsystem_malloc.dylib              0x000000018496cf18 <redacted> + 376"", ""\t9   libsystem_malloc.dylib              0x000000018495f240 malloc_zone_realloc + 180"", ""\t10  Foundation                          0x00000001863aa628 <redacted> + 732"", ""\t11  Foundation                          0x000000018638a44c <redacted> + 376"", ""\t12  CoreFoundation                      0x0000000185881f3c <redacted> + 404"", ""\t13  Foundation                          0x0000000186364af4 _NSDescriptionWithLocaleFunc + 76"", ""\t14  CoreFoundation                      0x000000018591a23c <redacted> + 7996"", ""\t15  CoreFoundation                      0x00000001859182c8 _CFStringCreateWithFormatAndArgumentsAux2 + 244"", ""\t16  Foundation                          0x0000000186364968 <redacted> + 68"", ""\t17  UIKit                               0x000000018c163090 UIViewAlertForUnsatisfiableConstraints + 664"", ""\t18  Foundation                          0x00000001863d94cc <redacted> + 464"", ""\t19  Foundation                          0x00000001863b9df8 <redacted> + 384"", ""\t20  Foundation                          0x00000001863b59c4 <redacted> + 688"", ""\t21  Foundation                          0x00000001863b55cc <redacted> + 284"", ""\t22  Foundation                          0x00000001863b31e0 <redacted> + 272"", ""\t23  UIKit                               0x000000018b90e588 _UIViewEnumerateConstraints + 208"", ""\t24  UIKit                               0x000000018c1594dc <redacted> + 432"", ""\t25  UIKit                               0x000000018c159584 <redacted> + 600"", ""\t26  UIKit                               0x000000018c159584 <redacted> + 600"", ""\t27  UIKit                               0x000000018c15aad8 <redacted> + 716"", ""\t28  Foundation                          0x00000001863b2d10 <redacted> + 168"", ""\t29  UIKit                               0x000000018c15a378 <redacted> + 992"", ""\t30  UIKit                               0x000000018c15b844 <redacted> + 832"", ""\t31  UIKit                               0x000000018b92d9fc <redacted> + 428"", ""\t32  UIKit                               0x000000018b90f40c <redacted> + 48"", ""\t33  UIKit                               0x000000018b90f040 <redacted> + 52"", ""\t34  UIKit                               0x000000018b90eba8 <redacted> + 488"", ""\t35  UIKit                               0x000000018c15f1f8 <redacted> + 116"", ""\t36  UIKit                               0x000000018c15de80 <redacted> + 192"", ""\t37  UIKit                               0x000000018c15e1d0 <redacted> + 632"", ""\t38  Foundation                          0x00000001863b2d10 <redacted> + 168"", ""\t39  UIKit                               0x000000018c15e41c <redacted> + 120"", ""\t40  UIKit                               0x000000018c15e158 <redacted> + 512"", ""\t41  Foundation                          0x00000001863b2d10 <redacted> + 168"", ""\t42  UIKit                               0x000000018c15e974 <redacted> + 84"", ""\t43  UIKit                               0x000000018c15db30 <redacted> + 136"", ""\t44  UIKit                               0x000000018c15e580 <redacted> + 164"", ""\t45  UIKit                               0x000000018c15b6f0 <redacted> + 492"", ""\t46  UIKit                               0x000000018b92d9fc <redacted> + 428"", ""\t47  UIKit                               0x000000018b90f40c <redacted> + 48"", ""\t48  UIKit                               0x000000018b90f040 <redacted> + 52"", ""\t49  UIKit                               0x000000018b90eba8 <redacted> + 488"", ""\t50  UIKit                               0x000000018c15f1f8 <redacted> + 116"", ""\t51  UIKit                               0x000000018c15de80 <redacted> + 192"", ""\t52  UIKit                               0x000000018c15e1d0 <redacted> + 632"", ""\t53  Foundation                          0x00000001863b2d10 <redacted> + 168"", ""\t54  UIKit                               0x000000018c15e41c <redacted> + 120"", ""\t55  UIKit                               0x000000018c15e158 <redacted> + 512"", ""\t56  Foundation                          0x00000001863b2d10 <redacted> + 168"", ""\t57  UIKit                               0x000000018c15e710 <redacted> + 564"", ""\t58  UIKit                               0x000000018c15b6f0 <redacted> + 492"", ""\t59  圣魔无界                        0x1000a7480 圣魔无界 + 685184"", ""\t60  圣魔无界                        0x1000a78c4 圣魔无界 + 686276"", ""\t61  圣魔无界                        0x1000a7b20 圣魔无界 + 686880"", ""\t62  圣魔无界                        0x1000168f4 圣魔无界 + 92404"", ""\t63  UIKit                               0x000000018bb579d4 <redacted> + 108"", ""\t64  UIKit                               0x000000018b92dc20 <redacted> + 332"", ""\t65  UIKit                               0x000000018b8ed478 <redacted> + 2756"", ""\t66  UIKit                               0x000000018bcde374 <redacted> + 348"", ""\t67  UIKit                               0x000000018b8ef874 <redacted> + 144"", ""\t68  UIKit                               0x000000018b8ef79c <redacted> + 136"", ""\t69  UIKit                               0x000000018b8ef188 <redacted> + 1708"", ""\t70  圣魔无界                        0x100015774 圣魔无界 + 87924"", ""\t71  圣魔无界                        0x1002091f0 圣魔无界 + 2134512"", ""\t72  圣魔无界                        0x10021c164 圣魔无界 + 2212196"", ""\t73  libdispatch.dylib                   0x00000001847e21fc <redacted> + 24"", ""\t74  libdispatch.dylib                   0x00000001847e21bc <redacted> + 16"", ""\t75  libdispatch.dylib                   0x00000001847e6b2c _dispatch_main_queue_callback_4CF + 428"", ""\t76  CoreFoundation                      0x0000000185906810 <redacted> + 12"", ""\t77  CoreFoundation                      0x00000001859043fc <redacted> + 1660"", ""\t78  CoreFoundation                      0x00000001858322b8 CFRunLoopRunSpecific + 444"", ""\t79  GraphicsServices                    0x00000001872e6198 GSEventRunModal + 180"", ""\t80  UIKit                               0x000000018b8797fc <redacted> + 684"", ""\t81  UIKit                               0x000000018b874534 UIApplicationMain + 208"", ""\t82  圣魔无界                        0x1001939d4 圣魔无界 + 1653204"", ""\t83  libdyld.dylib                       0x00000001848155b8 <redacted> + 4"", "")"", """", ""dSYM UUID: 89E2F44F-51B3-336E-939E-FB4566E04ECE"", ""CPU Type: arm64"", ""Slide Address: 0x0000000100000000"", ""Binary Image: 圣魔无界"", ""Base Address: 0x00000001000a0000""]",0x100b978a4,0x1000a7480,0x1000a78c4,0x1000a7b20,0x1000168f4,0x100015774,0x1002091f0,0x10021c164,0x1001939d4
Application received signal SIGABRT,1.7.1,2,2018-01-08 01:44:34,89E2F44F-51B3-336E-939E-FB4566E04ECE,arm64,"[""Application received signal SIGABRT"", ""(null)"", ""(("", ""\t0   CoreFoundation                      0x00000001888211d0 <redacted> + 148"", ""\t1   libobjc.A.dylib                     0x000000018725855c objc_exception_throw + 56"", ""\t2   CoreFoundation                      0x0000000188821100 <redacted> + 0"", ""\t3   圣魔无界                        0x100b978a4 圣魔无界 + 12155044"", ""\t4   libsystem_platform.dylib            0x00000001878b1338 _sigtramp + 36"", ""\t5   libsystem_pthread.dylib             0x00000001878b7450 pthread_kill + 112"", ""\t6   libsystem_c.dylib                   0x0000000187763400 abort + 140"", ""\t7   libsystem_malloc.dylib              0x0000000187833a5c <redacted> + 0"", ""\t8   libsystem_malloc.dylib              0x0000000187834f18 <redacted> + 376"", ""\t9   libsystem_malloc.dylib              0x0000000187827240 malloc_zone_realloc + 180"", ""\t10  Foundation                          0x0000000189272628 <redacted> + 732"", ""\t11  Foundation                          0x000000018925244c <redacted> + 376"", ""\t12  CoreFoundation                      0x0000000188749f3c <redacted> + 404"", ""\t13  Foundation                          0x000000018922caf4 _NSDescriptionWithLocaleFunc + 76"", ""\t14  CoreFoundation                      0x00000001887e223c <redacted> + 7996"", ""\t15  CoreFoundation                      0x00000001887e02c8 _CFStringCreateWithFormatAndArgumentsAux2 + 244"", ""\t16  Foundation                          0x000000018922c968 <redacted> + 68"", ""\t17  UIKit                               0x000000018f02b090 UIViewAlertForUnsatisfiableConstraints + 664"", ""\t18  Foundation                          0x00000001892a14cc <redacted> + 464"", ""\t19  Foundation                          0x0000000189281df8 <redacted> + 384"", ""\t20  Foundation                          0x000000018927d9c4 <redacted> + 688"", ""\t21  Foundation                          0x000000018927d5cc <redacted> + 284"", ""\t22  Foundation                          0x000000018927b1e0 <redacted> + 272"", ""\t23  UIKit                               0x000000018e7d6588 _UIViewEnumerateConstraints + 208"", ""\t24  UIKit                               0x000000018f0214dc <redacted> + 432"", ""\t25  UIKit                               0x000000018f021584 <redacted> + 600"", ""\t26  UIKit                               0x000000018f021584 <redacted> + 600"", ""\t27  UIKit                               0x000000018f022ad8 <redacted> + 716"", ""\t28  Foundation                          0x000000018927ad10 <redacted> + 168"", ""\t29  UIKit                               0x000000018f022378 <redacted> + 992"", ""\t30  UIKit                               0x000000018f023844 <redacted> + 832"", ""\t31  UIKit                               0x000000018e7f59fc <redacted> + 428"", ""\t32  UIKit                               0x000000018e7d740c <redacted> + 48"", ""\t33  UIKit                               0x000000018e7d7040 <redacted> + 52"", ""\t34  UIKit                               0x000000018e7d6ba8 <redacted> + 488"", ""\t35  UIKit                               0x000000018f0271f8 <redacted> + 116"", ""\t36  UIKit                               0x000000018f025e80 <redacted> + 192"", ""\t37  UIKit                               0x000000018f0261d0 <redacted> + 632"", ""\t38  Foundation                          0x000000018927ad10 <redacted> + 168"", ""\t39  UIKit                               0x000000018f02641c <redacted> + 120"", ""\t40  UIKit                               0x000000018f026158 <redacted> + 512"", ""\t41  Foundation                          0x000000018927ad10 <redacted> + 168"", ""\t42  UIKit                               0x000000018f026974 <redacted> + 84"", ""\t43  UIKit                               0x000000018f025b30 <redacted> + 136"", ""\t44  UIKit                               0x000000018f026580 <redacted> + 164"", ""\t45  UIKit                               0x000000018f0236f0 <redacted> + 492"", ""\t46  圣魔无界                        0x1000a7480 圣魔无界 + 685184"", ""\t47  圣魔无界                        0x1000a78c4 圣魔无界 + 686276"", ""\t48  圣魔无界                        0x1000a7b20 圣魔无界 + 686880"", ""\t49  圣魔无界                        0x1000168f4 圣魔无界 + 92404"", ""\t50  UIKit                               0x000000018ea1f9d4 <redacted> + 108"", ""\t51  UIKit                               0x000000018e7f5c20 <redacted> + 332"", ""\t52  UIKit                               0x000000018e7b5478 <redacted> + 2756"", ""\t53  UIKit                               0x000000018eba6374 <redacted> + 348"", ""\t54  UIKit                               0x000000018e7b7874 <redacted> + 144"", ""\t55  UIKit                               0x000000018e7b779c <redacted> + 136"", ""\t56  UIKit                               0x000000018e7b7188 <redacted> + 1708"", ""\t57  圣魔无界                        0x100015774 圣魔无界 + 87924"", ""\t58  圣魔无界                        0x1002091f0 圣魔无界 + 2134512"", ""\t59  圣魔无界                        0x10021c164 圣魔无界 + 2212196"", ""\t60  libdispatch.dylib                   0x00000001876aa1fc <redacted> + 24"", ""\t61  libdispatch.dylib                   0x00000001876aa1bc <redacted> + 16"", ""\t62  libdispatch.dylib                   0x00000001876aeb2c _dispatch_main_queue_callback_4CF + 428"", ""\t63  CoreFoundation                      0x00000001887ce810 <redacted> + 12"", ""\t64  CoreFoundation                      0x00000001887cc3fc <redacted> + 1660"", ""\t65  CoreFoundation                      0x00000001886fa2b8 CFRunLoopRunSpecific + 444"", ""\t66  GraphicsServices                    0x000000018a1ae198 GSEventRunModal + 180"", ""\t67  UIKit                               0x000000018e7417fc <redacted> + 684"", ""\t68  UIKit                               0x000000018e73c534 UIApplicationMain + 208"", ""\t69  圣魔无界                        0x1001939d4 圣魔无界 + 1653204"", ""\t70  libdyld.dylib                       0x00000001876dd5b8 <redacted> + 4"", "")"", """", ""dSYM UUID: 89E2F44F-51B3-336E-939E-FB4566E04ECE"", ""CPU Type: arm64"", ""Slide Address: 0x0000000100000000"", ""Binary Image: 圣魔无界"", ""Base Address: 0x00000001000d0000""]",0x100b978a4,0x1000a7480,0x1000a78c4,0x1000a7b20,0x1000168f4,0x100015774,0x1002091f0,0x10021c164,0x1001939d4
Application received signal SIGSEGV,1.7.1,2,2018-01-08 16:15:21,89E2F44F-51B3-336E-939E-FB4566E04ECE,arm64,"[""Application received signal SIGSEGV"", ""(null)"", ""(("", ""\t0   CoreFoundation                      0x000000018d236ff8 <redacted> + 148"", ""\t1   libobjc.A.dylib                     0x000000018bc98538 objc_exception_throw + 56"", ""\t2   CoreFoundation                      0x000000018d236f28 <redacted> + 0"", ""\t3   圣魔无界                        0x100b978a4 圣魔无界 + 12155044"", ""\t4   libsystem_platform.dylib            0x000000018c2f530c _sigtramp + 36"", ""\t5   圣魔无界                        0x100bbf80c 圣魔无界 + 12318732"", ""\t6   圣魔无界                        0x100bb10c4 圣魔无界 + 12259524"", ""\t7   圣魔无界                        0x100bade38 圣魔无界 + 12246584"", ""\t8   圣魔无界                        0x100082b1c 圣魔无界 + 535324"", ""\t9   UIKit                               0x00000001935f3c28 <redacted> + 752"", ""\t10  UIKit                               0x00000001935f36b0 <redacted> + 644"", ""\t11  UIKit                               0x00000001935fc474 <redacted> + 6260"", ""\t12  UIKit                               0x0000000193600634 <redacted> + 2352"", ""\t13  UIKit                               0x00000001935ffa90 <redacted> + 448"", ""\t14  UIKit                               0x00000001935eb0ec <redacted> + 152"", ""\t15  UIKit                               0x00000001935ead68 <redacted> + 892"", ""\t16  UIKit                               0x0000000193925360 <redacted> + 464"", ""\t17  FrontBoardServices                  0x000000018edb322c <redacted> + 208"", ""\t18  FrontBoardServices                  0x000000018ede0884 <redacted> + 36"", ""\t19  FrontBoardServices                  0x000000018ede06f0 <redacted> + 176"", ""\t20  FrontBoardServices                  0x000000018ede0aa0 <redacted> + 56"", ""\t21  CoreFoundation                      0x000000018d1e542c <redacted> + 24"", ""\t22  CoreFoundation                      0x000000018d1e4d9c <redacted> + 540"", ""\t23  CoreFoundation                      0x000000018d1e29a8 <redacted> + 744"", ""\t24  CoreFoundation                      0x000000018d112da4 CFRunLoopRunSpecific + 424"", ""\t25  GraphicsServices                    0x000000018eb7d074 GSEventRunModal + 100"", ""\t26  UIKit                               0x00000001933cdc9c UIApplicationMain + 208"", ""\t27  圣魔无界                        0x1001939d4 圣魔无界 + 1653204"", ""\t28  libdyld.dylib                       0x000000018c12159c <redacted> + 4"", "")"", """", ""dSYM UUID: 89E2F44F-51B3-336E-939E-FB4566E04ECE"", ""CPU Type: arm64"", ""Slide Address: 0x0000000100000000"", ""Binary Image: 圣魔无界"", ""Base Address: 0x00000001000d0000""]",0x100b978a4,0x100bbf80c,0x100bb10c4,0x100bade38,0x100082b1c,0x1001939d4
"attempt to scroll to invalid index path: <NSIndexPath: 0xc000000000800016> {length = 2, path = 0 - 4}",1.7.1,2,2018-01-08 22:29:30,89E2F44F-51B3-336E-939E-FB4566E04ECE,arm64,"[""attempt to scroll to invalid index path: <NSIndexPath: 0xc000000000800016> {length = 2, path = 0 - 4}"", ""(null)"", ""(("", ""\t0   CoreFoundation                      0x000000018107637c <redacted> + 148"", ""\t1   libobjc.A.dylib                     0x00000001802bc528 objc_exception_throw + 56"", ""\t2   CoreFoundation                      0x00000001810762ac <redacted> + 0"", ""\t3   UIKit                               0x000000018afec628 <redacted> + 224"", ""\t4   UIKit                               0x000000018afeccbc <redacted> + 72"", ""\t5   圣魔无界                        0x100a25e38 圣魔无界 + 10640952"", ""\t6   圣魔无界                        0x100a2540c 圣魔无界 + 10638348"", ""\t7   libdispatch.dylib                   0x00000001809f2a54 <redacted> + 24"", ""\t8   libdispatch.dylib                   0x00000001809f2a14 <redacted> + 16"", ""\t9   libdispatch.dylib                   0x00000001809ff698 <redacted> + 1016"", ""\t10  CoreFoundation                      0x000000018101e544 <redacted> + 12"", ""\t11  CoreFoundation                      0x000000018101c120 <redacted> + 2012"", ""\t12  CoreFoundation                      0x0000000180f3be58 CFRunLoopRunSpecific + 436"", ""\t13  GraphicsServices                    0x0000000182de8f84 GSEventRunModal + 100"", ""\t14  UIKit                               0x000000018a5bb67c UIApplicationMain + 236"", ""\t15  圣魔无界                        0x1001939d4 圣魔无界 + 1653204"", ""\t16  libdyld.dylib                       0x0000000180a5856c <redacted> + 4"", "")"", """", ""dSYM UUID: 89E2F44F-51B3-336E-939E-FB4566E04ECE"", ""CPU Type: arm64"", ""Slide Address: 0x0000000100000000"", ""Binary Image: 圣魔无界"", ""Base Address: 0x000000010018c000""]",0x100a25e38,0x100a2540c,0x1001939d4
*** -[NSMutableArray addObjectsFromArray:]: array argument is not an NSArray,1.7.1,2,2018-01-10 01:08:32,89E2F44F-51B3-336E-939E-FB4566E04ECE,arm64,"[""*** -[NSMutableArray addObjectsFromArray:]: array argument is not an NSArray"", ""(null)"", ""(("", ""\t0   CoreFoundation                      0x0000000181c9a37c <redacted> + 148"", ""\t1   libobjc.A.dylib                     0x0000000180ee0528 objc_exception_throw + 56"", ""\t2   CoreFoundation                      0x0000000181c32e9c _CFArgv + 0"", ""\t3   CoreFoundation                      0x0000000181b69fac <redacted> + 0"", ""\t4   圣魔无界                        0x100125dbc 圣魔无界 + 1203644"", ""\t5   圣魔无界                        0x1002091f0 圣魔无界 + 2134512"", ""\t6   圣魔无界                        0x10021c164 圣魔无界 + 2212196"", ""\t7   libdispatch.dylib                   0x0000000181616a54 <redacted> + 24"", ""\t8   libdispatch.dylib                   0x0000000181616a14 <redacted> + 16"", ""\t9   libdispatch.dylib                   0x0000000181657acc <redacted> + 532"", ""\t10  CoreFoundation                      0x0000000181c42544 <redacted> + 12"", ""\t11  CoreFoundation                      0x0000000181c40120 <redacted> + 2012"", ""\t12  CoreFoundation                      0x0000000181b5fe58 CFRunLoopRunSpecific + 436"", ""\t13  GraphicsServices                    0x0000000183a0cf84 GSEventRunModal + 100"", ""\t14  UIKit                               0x000000018b1df67c UIApplicationMain + 236"", ""\t15  圣魔无界                        0x1001939d4 圣魔无界 + 1653204"", ""\t16  libdyld.dylib                       0x000000018167c56c <redacted> + 4"", "")"", """", ""dSYM UUID: 89E2F44F-51B3-336E-939E-FB4566E04ECE"", ""CPU Type: arm64"", ""Slide Address: 0x0000000100000000"", ""Binary Image: 圣魔无界"", ""Base Address: 0x0000000100938000""]",0x100125dbc,0x1002091f0,0x10021c164,0x1001939d4
*** -[__NSArrayM objectAtIndex:]: index 1 beyond bounds for empty array,1.7.1,1,2018-01-08 23:48:50,89E2F44F-51B3-336E-939E-FB4566E04ECE,arm64,"[""*** -[__NSArrayM objectAtIndex:]: index 1 beyond bounds for empty array"", ""(null)"", ""(("", ""\t0   CoreFoundation                      0x000000018cf1d1d0 <redacted> + 148"", ""\t1   libobjc.A.dylib                     0x000000018b95455c objc_exception_throw + 56"", ""\t2   CoreFoundation                      0x000000018cdf871c <redacted> + 0"", ""\t3   圣魔无界                        0x100136958 圣魔无界 + 1272152"", ""\t4   UIKit                               0x0000000192f00484 <redacted> + 1424"", ""\t5   UIKit                               0x0000000192fb0f34 <redacted> + 268"", ""\t6   UIKit                               0x0000000193063fdc <redacted> + 292"", ""\t7   UIKit                               0x0000000193055d50 <redacted> + 560"", ""\t8   UIKit                               0x0000000192dc50b4 <redacted> + 168"", ""\t9   CoreFoundation                      0x000000018ceca0c0 <redacted> + 32"", ""\t10  CoreFoundation                      0x000000018cec7cf0 <redacted> + 372"", ""\t11  CoreFoundation                      0x000000018cec8180 <redacted> + 1024"", ""\t12  CoreFoundation                      0x000000018cdf62b8 CFRunLoopRunSpecific + 444"", ""\t13  GraphicsServices                    0x000000018e8aa198 GSEventRunModal + 180"", ""\t14  UIKit                               0x0000000192e3d7fc <redacted> + 684"", ""\t15  UIKit                               0x0000000192e38534 UIApplicationMain + 208"", ""\t16  圣魔无界                        0x1001939d4 圣魔无界 + 1653204"", ""\t17  libdyld.dylib                       0x000000018bdd95b8 <redacted> + 4"", "")"", """", ""dSYM UUID: 89E2F44F-51B3-336E-939E-FB4566E04ECE"", ""CPU Type: arm64"", ""Slide Address: 0x0000000100000000"", ""Binary Image: 圣魔无界"", ""Base Address: 0x000000010003c000""]",0x100136958,0x1001939d4
